"level0","level1","Iwi(1) (total responses)(2) and iwi groupings","count"
"Waikato","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Area Outside Māori Electorate",NA
"Waikato/Te Rohe Pōtae (Waikato/King Country) Region, not further defined","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Area Outside Māori Electorate",NA
"Ngāti Pikiao (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Ngāti Rangiteaorere (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Ngāti Rangitihi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Ngāti Rangiwewehi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Tapuika (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Tarāwhai (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Tūhourangi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Uenuku-Kōpako (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Waitaha (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Ngāti Whakaue (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Ngāti Tūwharetoa","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Ngāti Tahu-Ngāti Whaoa (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Te Arawa/Taupō (Rotorua/Taupō) Region, not further defined","Te Arawa/Taupō (Rotorua/Taupō) Region","Area Outside Māori Electorate",NA
"Ngāti Pūkenga","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Ngaiterangi","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Ngāti Ranginui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Ngāti Awa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Ngāti Manawa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Ngāi Tai (Tauranga Moana/Mātaatua)","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Tūhoe","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Whakatōhea","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Te Whānau-a-Apanui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Ngāti Whare","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Tauranga Moana/Mātaatua (Bay of Plenty) Region, not further defined","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Area Outside Māori Electorate",NA
"Ngāti Porou","Te Tai Rāwhiti (East Coast) Region","Area Outside Māori Electorate",NA
"Te Aitanga-a-Māhaki","Te Tai Rāwhiti (East Coast) Region","Area Outside Māori Electorate",NA
"Rongowhakaata","Te Tai Rāwhiti (East Coast) Region","Area Outside Māori Electorate",NA
"Ngāi Tāmanuhiri","Te Tai Rāwhiti (East Coast) Region","Area Outside Māori Electorate",NA
"Te Tai Rāwhiti (East Coast) Region, not further defined","Te Tai Rāwhiti (East Coast) Region","Area Outside Māori Electorate",NA
"Rongomaiwahine (Te Māhia)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Kahungunu ki Te Wairoa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Kahungunu ki Heretaunga","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Kahungunu ki Wairarapa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Kahungunu, region unspecified","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Rangitāne (Te Matau-a-Māui/Hawke's Bay/Wairarapa)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Kahungunu ki Te Whanganui-a-Orotu","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Kahungunu ki Tamatea","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Kahungunu ki Tamakinui a Rua","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Pāhauwera","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Ngāti Rākaipaaka","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region, not further defined","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Area Outside Māori Electorate",NA
"Te Atiawa (Taranaki)","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Ngāti Maru (Taranaki)","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Ngāti Mutunga (Taranaki)","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Ngā Rauru","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Ngā Ruahine","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Ngāti Ruanui","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Ngāti Tama (Taranaki)","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Taranaki","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Tangāhoe","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Pakakohi","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Taranaki (Taranaki) Region, not further defined","Taranaki (Taranaki) Region","Area Outside Māori Electorate",NA
"Ngāti Apa (Rangitīkei)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Area Outside Māori Electorate",NA
"Te Ati Haunui-a-Pāpārangi","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Area Outside Māori Electorate",NA
"Ngāti Haua (Taumarunui)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Area Outside Māori Electorate",NA
"Ngāti Hauiti","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Area Outside Māori Electorate",NA
"Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region, not further defined","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Area Outside Māori Electorate",NA
"Te Atiawa (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Muaūpoko","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Rangitāne (Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Ngāti Raukawa (Horowhenua/Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Ngāti Toarangatira (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Te Atiawa ki Whakarongotai","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Ngāti Tama ki Te Upoko o Te Ika (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Ngāti Kauwhata","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region, not further defined","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Area Outside Māori Electorate",NA
"Te Atiawa (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāti Koata","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāti Kuia","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Kāti Māmoe","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Moriori","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāti Mutunga (Wharekauri/Chatham Islands)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Rangitāne (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāti Rārua","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāi Tahu / Kāi Tahu","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāti Tama (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāti Toarangatira (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Waitaha (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Ngāti Apa ki Te Rā Tō","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region, not further defined","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Area Outside Māori Electorate",NA
"Tainui","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Te Arawa","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Tākitimu","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Aotea","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Mātaatua","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Mahuru","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Māmari","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Ngātokimatawhaorua","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Nukutere","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Tokomaru","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Kurahaupō","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Muriwhenua","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Hauraki / Pare Hauraki","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Tūranganui a Kiwa","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Te Tauihu o Te Waka a Māui","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Tauranga Moana","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Horouta","Other Iwi not named, but waka or Iwi confederation known","Area Outside Māori Electorate",NA
"Te Atiawa, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Ngāti Haua, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Ngāti Maru, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Ngāti Mutunga, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Rangitāne, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Ngāti Raukawa, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Ngāti Tama, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Ngāti Toa, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Waitaha, region unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Ngāti Apa, area unspecified","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Hapū affiliated to more than one iwi","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Don't know","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Not elsewhere included(5)","Iwi Named but Region Unspecified","Area Outside Māori Electorate",NA
"Te Hiku(6)","Iwi groupings","Area Outside Māori Electorate",NA
"Hauraki(7)","Iwi groupings","Area Outside Māori Electorate",NA
"Ngāi Tahu Whānui(8)","Iwi groupings","Area Outside Māori Electorate",NA
"Ngāti Kahungunu(9)","Iwi groupings","Area Outside Māori Electorate",NA
"Ngāti Raukawa(10)","Iwi groupings","Area Outside Māori Electorate",NA
"Ngāti Tama(11)","Iwi groupings","Area Outside Māori Electorate",NA
"Te Arawa(12)","Iwi groupings","Area Outside Māori Electorate",NA
"Te Atiawa(13)","Iwi groupings","Area Outside Māori Electorate",NA
"Tūranganui a Kiwa(14)","Iwi groupings","Area Outside Māori Electorate",NA
"Waikato–Tainui(15)","Iwi groupings","Area Outside Māori Electorate",NA
"Ngāti Toarangatira(16)","Iwi groupings","Area Outside Māori Electorate",NA
"Rangitāne(17)","Iwi groupings","Area Outside Māori Electorate",NA
"Other iwi(18)","Iwi groupings","Area Outside Māori Electorate",NA
"Ngā Hotahota o te Whitau(19)","Iwi groupings","Area Outside Māori Electorate",NA
"Not elsewhere included(5)","Iwi groupings","Area Outside Māori Electorate",NA
