"level0","level1","level2","Ethnic group (grouped total responses)(1)","count"
"Female","45–49 Years","Hauraki-Waikato","Asian",24
"Male","50–54 Years","Hauraki-Waikato","Asian",18
"Female","50–54 Years","Hauraki-Waikato","Asian",12
"Male","55–59 Years","Hauraki-Waikato","Asian",12
"Female","55–59 Years","Hauraki-Waikato","Asian",12
"Male","60–64 Years","Hauraki-Waikato","Asian",6
"Female","60–64 Years","Hauraki-Waikato","Asian",12
"Male","65–69 Years","Hauraki-Waikato","Asian",12
"Female","65–69 Years","Hauraki-Waikato","Asian",9
"Male","70–74 Years","Hauraki-Waikato","Asian",6
"Female","70–74 Years","Hauraki-Waikato","Asian",3
"Male","75–79 Years","Hauraki-Waikato","Asian",3
"Female","75–79 Years","Hauraki-Waikato","Asian",3
"Male","80–84 Years","Hauraki-Waikato","Asian",0
"Female","80–84 Years","Hauraki-Waikato","Asian",3
"Male","85 Years And Over","Hauraki-Waikato","Asian",0
"Female","85 Years And Over","Hauraki-Waikato","Asian",0
"Male","18 Years And Over","Hauraki-Waikato","Asian",282
"Female","18 Years And Over","Hauraki-Waikato","Asian",330
"Male","0–4 Years","Ikaroa-Rāwhiti","Asian",78
"Female","0–4 Years","Ikaroa-Rāwhiti","Asian",99
"Male","5–9 Years","Ikaroa-Rāwhiti","Asian",84
"Female","5–9 Years","Ikaroa-Rāwhiti","Asian",69
"Male","10–14 Years","Ikaroa-Rāwhiti","Asian",60
"Female","10–14 Years","Ikaroa-Rāwhiti","Asian",72
"Male","15–19 Years","Ikaroa-Rāwhiti","Asian",48
"Female","15–19 Years","Ikaroa-Rāwhiti","Asian",60
"Male","20–24 Years","Ikaroa-Rāwhiti","Asian",21
"Female","20–24 Years","Ikaroa-Rāwhiti","Asian",18
"Male","25–29 Years","Ikaroa-Rāwhiti","Asian",21
"Female","25–29 Years","Ikaroa-Rāwhiti","Asian",21
"Male","30–34 Years","Ikaroa-Rāwhiti","Asian",18
"Female","30–34 Years","Ikaroa-Rāwhiti","Asian",21
"Male","35–39 Years","Ikaroa-Rāwhiti","Asian",21
"Female","35–39 Years","Ikaroa-Rāwhiti","Asian",21
"Male","40–44 Years","Ikaroa-Rāwhiti","Asian",9
"Female","40–44 Years","Ikaroa-Rāwhiti","Asian",27
"Male","45–49 Years","Ikaroa-Rāwhiti","Asian",12
"Female","45–49 Years","Ikaroa-Rāwhiti","Asian",9
"Male","50–54 Years","Ikaroa-Rāwhiti","Asian",9
"Female","50–54 Years","Ikaroa-Rāwhiti","Asian",6
"Male","55–59 Years","Ikaroa-Rāwhiti","Asian",9
"Female","55–59 Years","Ikaroa-Rāwhiti","Asian",12
"Male","60–64 Years","Ikaroa-Rāwhiti","Asian",12
"Female","60–64 Years","Ikaroa-Rāwhiti","Asian",12
"Male","65–69 Years","Ikaroa-Rāwhiti","Asian",6
"Female","65–69 Years","Ikaroa-Rāwhiti","Asian",9
"Male","70–74 Years","Ikaroa-Rāwhiti","Asian",3
"Female","70–74 Years","Ikaroa-Rāwhiti","Asian",3
"Male","75–79 Years","Ikaroa-Rāwhiti","Asian",3
"Female","75–79 Years","Ikaroa-Rāwhiti","Asian",0
"Male","80–84 Years","Ikaroa-Rāwhiti","Asian",0
"Female","80–84 Years","Ikaroa-Rāwhiti","Asian",0
"Male","85 Years And Over","Ikaroa-Rāwhiti","Asian",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","Asian",0
"Male","18 Years And Over","Ikaroa-Rāwhiti","Asian",162
"Female","18 Years And Over","Ikaroa-Rāwhiti","Asian",186
"Male","0–4 Years","Tāmaki Makaurau","Asian",294
"Female","0–4 Years","Tāmaki Makaurau","Asian",264
"Male","5–9 Years","Tāmaki Makaurau","Asian",216
"Female","5–9 Years","Tāmaki Makaurau","Asian",228
"Male","10–14 Years","Tāmaki Makaurau","Asian",180
"Female","10–14 Years","Tāmaki Makaurau","Asian",153
"Male","15–19 Years","Tāmaki Makaurau","Asian",117
"Female","15–19 Years","Tāmaki Makaurau","Asian",150
"Male","20–24 Years","Tāmaki Makaurau","Asian",111
"Female","20–24 Years","Tāmaki Makaurau","Asian",117
"Male","25–29 Years","Tāmaki Makaurau","Asian",57
"Female","25–29 Years","Tāmaki Makaurau","Asian",81
"Male","30–34 Years","Tāmaki Makaurau","Asian",54
"Female","30–34 Years","Tāmaki Makaurau","Asian",75
"Male","35–39 Years","Tāmaki Makaurau","Asian",66
"Female","35–39 Years","Tāmaki Makaurau","Asian",75
"Male","40–44 Years","Tāmaki Makaurau","Asian",39
"Female","40–44 Years","Tāmaki Makaurau","Asian",78
"Male","45–49 Years","Tāmaki Makaurau","Asian",48
"Female","45–49 Years","Tāmaki Makaurau","Asian",57
"Male","50–54 Years","Tāmaki Makaurau","Asian",24
"Female","50–54 Years","Tāmaki Makaurau","Asian",27
"Male","55–59 Years","Tāmaki Makaurau","Asian",30
"Female","55–59 Years","Tāmaki Makaurau","Asian",21
"Male","60–64 Years","Tāmaki Makaurau","Asian",15
"Female","60–64 Years","Tāmaki Makaurau","Asian",24
"Male","65–69 Years","Tāmaki Makaurau","Asian",12
"Female","65–69 Years","Tāmaki Makaurau","Asian",24
"Male","70–74 Years","Tāmaki Makaurau","Asian",12
"Female","70–74 Years","Tāmaki Makaurau","Asian",9
"Male","75–79 Years","Tāmaki Makaurau","Asian",6
"Female","75–79 Years","Tāmaki Makaurau","Asian",6
"Male","80–84 Years","Tāmaki Makaurau","Asian",3
"Female","80–84 Years","Tāmaki Makaurau","Asian",3
"Male","85 Years And Over","Tāmaki Makaurau","Asian",0
"Female","85 Years And Over","Tāmaki Makaurau","Asian",0
"Male","18 Years And Over","Tāmaki Makaurau","Asian",513
"Female","18 Years And Over","Tāmaki Makaurau","Asian",642
"Male","0–4 Years","Te Tai Hauāuru","Asian",132
"Female","0–4 Years","Te Tai Hauāuru","Asian",87
"Male","5–9 Years","Te Tai Hauāuru","Asian",108
"Female","5–9 Years","Te Tai Hauāuru","Asian",84
"Male","10–14 Years","Te Tai Hauāuru","Asian",96
"Female","10–14 Years","Te Tai Hauāuru","Asian",93
"Male","15–19 Years","Te Tai Hauāuru","Asian",60
"Female","15–19 Years","Te Tai Hauāuru","Asian",63
"Male","20–24 Years","Te Tai Hauāuru","Asian",42
"Female","20–24 Years","Te Tai Hauāuru","Asian",42
"Male","25–29 Years","Te Tai Hauāuru","Asian",18
"Female","25–29 Years","Te Tai Hauāuru","Asian",30
"Male","30–34 Years","Te Tai Hauāuru","Asian",24
"Female","30–34 Years","Te Tai Hauāuru","Asian",24
"Male","35–39 Years","Te Tai Hauāuru","Asian",21
"Female","35–39 Years","Te Tai Hauāuru","Asian",33
"Male","40–44 Years","Te Tai Hauāuru","Asian",21
"Female","40–44 Years","Te Tai Hauāuru","Asian",30
"Male","45–49 Years","Te Tai Hauāuru","Asian",24
"Female","45–49 Years","Te Tai Hauāuru","Asian",21
"Male","50–54 Years","Te Tai Hauāuru","Asian",15
"Female","50–54 Years","Te Tai Hauāuru","Asian",15
"Male","55–59 Years","Te Tai Hauāuru","Asian",6
"Female","55–59 Years","Te Tai Hauāuru","Asian",9
"Male","60–64 Years","Te Tai Hauāuru","Asian",6
"Female","60–64 Years","Te Tai Hauāuru","Asian",12
"Male","65–69 Years","Te Tai Hauāuru","Asian",12
"Female","65–69 Years","Te Tai Hauāuru","Asian",6
"Male","70–74 Years","Te Tai Hauāuru","Asian",6
"Female","70–74 Years","Te Tai Hauāuru","Asian",6
"Male","75–79 Years","Te Tai Hauāuru","Asian",0
"Female","75–79 Years","Te Tai Hauāuru","Asian",3
"Male","80–84 Years","Te Tai Hauāuru","Asian",0
"Female","80–84 Years","Te Tai Hauāuru","Asian",0
"Male","85 Years And Over","Te Tai Hauāuru","Asian",0
"Female","85 Years And Over","Te Tai Hauāuru","Asian",0
"Male","18 Years And Over","Te Tai Hauāuru","Asian",216
"Female","18 Years And Over","Te Tai Hauāuru","Asian",243
"Male","0–4 Years","Te Tai Tokerau","Asian",165
"Female","0–4 Years","Te Tai Tokerau","Asian",195
"Male","5–9 Years","Te Tai Tokerau","Asian",138
"Female","5–9 Years","Te Tai Tokerau","Asian",132
"Male","10–14 Years","Te Tai Tokerau","Asian",93
"Female","10–14 Years","Te Tai Tokerau","Asian",108
"Male","15–19 Years","Te Tai Tokerau","Asian",84
"Female","15–19 Years","Te Tai Tokerau","Asian",75
"Male","20–24 Years","Te Tai Tokerau","Asian",51
"Female","20–24 Years","Te Tai Tokerau","Asian",54
"Male","25–29 Years","Te Tai Tokerau","Asian",27
"Female","25–29 Years","Te Tai Tokerau","Asian",27
"Male","30–34 Years","Te Tai Tokerau","Asian",21
"Female","30–34 Years","Te Tai Tokerau","Asian",39
"Male","35–39 Years","Te Tai Tokerau","Asian",30
"Female","35–39 Years","Te Tai Tokerau","Asian",30
"Male","40–44 Years","Te Tai Tokerau","Asian",33
"Female","40–44 Years","Te Tai Tokerau","Asian",27
"Male","45–49 Years","Te Tai Tokerau","Asian",24
"Female","45–49 Years","Te Tai Tokerau","Asian",24
"Male","50–54 Years","Te Tai Tokerau","Asian",21
"Female","50–54 Years","Te Tai Tokerau","Asian",33
"Male","55–59 Years","Te Tai Tokerau","Asian",9
"Female","55–59 Years","Te Tai Tokerau","Asian",21
"Male","60–64 Years","Te Tai Tokerau","Asian",6
"Female","60–64 Years","Te Tai Tokerau","Asian",15
"Male","65–69 Years","Te Tai Tokerau","Asian",12
"Female","65–69 Years","Te Tai Tokerau","Asian",6
"Male","70–74 Years","Te Tai Tokerau","Asian",6
"Female","70–74 Years","Te Tai Tokerau","Asian",6
"Male","75–79 Years","Te Tai Tokerau","Asian",0
"Female","75–79 Years","Te Tai Tokerau","Asian",3
"Male","80–84 Years","Te Tai Tokerau","Asian",0
"Female","80–84 Years","Te Tai Tokerau","Asian",3
"Male","85 Years And Over","Te Tai Tokerau","Asian",0
"Female","85 Years And Over","Te Tai Tokerau","Asian",0
"Male","18 Years And Over","Te Tai Tokerau","Asian",276
"Female","18 Years And Over","Te Tai Tokerau","Asian",321
"Male","0–4 Years","Te Tai Tonga","Asian",174
"Female","0–4 Years","Te Tai Tonga","Asian",186
"Male","5–9 Years","Te Tai Tonga","Asian",153
"Female","5–9 Years","Te Tai Tonga","Asian",120
"Male","10–14 Years","Te Tai Tonga","Asian",111
"Female","10–14 Years","Te Tai Tonga","Asian",114
"Male","15–19 Years","Te Tai Tonga","Asian",78
"Female","15–19 Years","Te Tai Tonga","Asian",87
"Male","20–24 Years","Te Tai Tonga","Asian",69
"Female","20–24 Years","Te Tai Tonga","Asian",72
"Male","25–29 Years","Te Tai Tonga","Asian",39
"Female","25–29 Years","Te Tai Tonga","Asian",36
"Male","30–34 Years","Te Tai Tonga","Asian",30
"Female","30–34 Years","Te Tai Tonga","Asian",39
"Male","35–39 Years","Te Tai Tonga","Asian",30
"Female","35–39 Years","Te Tai Tonga","Asian",30
"Male","40–44 Years","Te Tai Tonga","Asian",36
"Female","40–44 Years","Te Tai Tonga","Asian",21
"Male","45–49 Years","Te Tai Tonga","Asian",21
"Female","45–49 Years","Te Tai Tonga","Asian",24
"Male","50–54 Years","Te Tai Tonga","Asian",18
"Female","50–54 Years","Te Tai Tonga","Asian",24
"Male","55–59 Years","Te Tai Tonga","Asian",6
"Female","55–59 Years","Te Tai Tonga","Asian",15
"Male","60–64 Years","Te Tai Tonga","Asian",6
"Female","60–64 Years","Te Tai Tonga","Asian",6
"Male","65–69 Years","Te Tai Tonga","Asian",9
"Female","65–69 Years","Te Tai Tonga","Asian",9
"Male","70–74 Years","Te Tai Tonga","Asian",0
"Female","70–74 Years","Te Tai Tonga","Asian",9
"Male","75–79 Years","Te Tai Tonga","Asian",0
"Female","75–79 Years","Te Tai Tonga","Asian",6
"Male","80–84 Years","Te Tai Tonga","Asian",0
"Female","80–84 Years","Te Tai Tonga","Asian",0
"Male","85 Years And Over","Te Tai Tonga","Asian",0
"Female","85 Years And Over","Te Tai Tonga","Asian",3
"Male","18 Years And Over","Te Tai Tonga","Asian",291
"Female","18 Years And Over","Te Tai Tonga","Asian",321
"Male","0–4 Years","Waiariki","Asian",108
"Female","0–4 Years","Waiariki","Asian",81
"Male","5–9 Years","Waiariki","Asian",84
"Female","5–9 Years","Waiariki","Asian",69
"Male","10–14 Years","Waiariki","Asian",81
"Female","10–14 Years","Waiariki","Asian",57
"Male","15–19 Years","Waiariki","Asian",51
"Female","15–19 Years","Waiariki","Asian",54
"Male","20–24 Years","Waiariki","Asian",15
"Female","20–24 Years","Waiariki","Asian",21
"Male","25–29 Years","Waiariki","Asian",12
"Female","25–29 Years","Waiariki","Asian",12
"Male","30–34 Years","Waiariki","Asian",15
"Female","30–34 Years","Waiariki","Asian",21
"Male","35–39 Years","Waiariki","Asian",18
"Female","35–39 Years","Waiariki","Asian",15
"Male","40–44 Years","Waiariki","Asian",9
"Female","40–44 Years","Waiariki","Asian",18
"Male","45–49 Years","Waiariki","Asian",18
"Female","45–49 Years","Waiariki","Asian",27
"Male","50–54 Years","Waiariki","Asian",15
"Female","50–54 Years","Waiariki","Asian",21
"Male","55–59 Years","Waiariki","Asian",15
"Female","55–59 Years","Waiariki","Asian",12
"Male","60–64 Years","Waiariki","Asian",9
"Female","60–64 Years","Waiariki","Asian",15
"Male","65–69 Years","Waiariki","Asian",3
"Female","65–69 Years","Waiariki","Asian",9
"Male","70–74 Years","Waiariki","Asian",6
"Female","70–74 Years","Waiariki","Asian",3
"Male","75–79 Years","Waiariki","Asian",3
"Female","75–79 Years","Waiariki","Asian",3
"Male","80–84 Years","Waiariki","Asian",0
"Female","80–84 Years","Waiariki","Asian",0
"Male","85 Years And Over","Waiariki","Asian",3
"Female","85 Years And Over","Waiariki","Asian",3
"Male","18 Years And Over","Waiariki","Asian",147
"Female","18 Years And Over","Waiariki","Asian",195
"Male","0–4 Years","Area Outside Māori Electorate","Asian",NA
"Female","0–4 Years","Area Outside Māori Electorate","Asian",NA
"Male","5–9 Years","Area Outside Māori Electorate","Asian",NA
"Female","5–9 Years","Area Outside Māori Electorate","Asian",NA
"Male","10–14 Years","Area Outside Māori Electorate","Asian",NA
"Female","10–14 Years","Area Outside Māori Electorate","Asian",NA
"Male","15–19 Years","Area Outside Māori Electorate","Asian",NA
"Female","15–19 Years","Area Outside Māori Electorate","Asian",NA
"Male","20–24 Years","Area Outside Māori Electorate","Asian",NA
"Female","20–24 Years","Area Outside Māori Electorate","Asian",NA
"Male","25–29 Years","Area Outside Māori Electorate","Asian",NA
"Female","25–29 Years","Area Outside Māori Electorate","Asian",NA
"Male","30–34 Years","Area Outside Māori Electorate","Asian",NA
"Female","30–34 Years","Area Outside Māori Electorate","Asian",NA
"Male","35–39 Years","Area Outside Māori Electorate","Asian",NA
"Female","35–39 Years","Area Outside Māori Electorate","Asian",NA
"Male","40–44 Years","Area Outside Māori Electorate","Asian",NA
"Female","40–44 Years","Area Outside Māori Electorate","Asian",NA
"Male","45–49 Years","Area Outside Māori Electorate","Asian",NA
"Female","45–49 Years","Area Outside Māori Electorate","Asian",NA
"Male","50–54 Years","Area Outside Māori Electorate","Asian",NA
"Female","50–54 Years","Area Outside Māori Electorate","Asian",NA
"Male","55–59 Years","Area Outside Māori Electorate","Asian",NA
"Female","55–59 Years","Area Outside Māori Electorate","Asian",NA
"Male","60–64 Years","Area Outside Māori Electorate","Asian",NA
"Female","60–64 Years","Area Outside Māori Electorate","Asian",NA
"Male","65–69 Years","Area Outside Māori Electorate","Asian",NA
"Female","65–69 Years","Area Outside Māori Electorate","Asian",NA
"Male","70–74 Years","Area Outside Māori Electorate","Asian",NA
"Female","70–74 Years","Area Outside Māori Electorate","Asian",NA
"Male","75–79 Years","Area Outside Māori Electorate","Asian",NA
"Female","75–79 Years","Area Outside Māori Electorate","Asian",NA
"Male","80–84 Years","Area Outside Māori Electorate","Asian",NA
"Female","80–84 Years","Area Outside Māori Electorate","Asian",NA
"Male","85 Years And Over","Area Outside Māori Electorate","Asian",NA
"Female","85 Years And Over","Area Outside Māori Electorate","Asian",NA
"Male","18 Years And Over","Area Outside Māori Electorate","Asian",NA
"Female","18 Years And Over","Area Outside Māori Electorate","Asian",NA
"Male","0–4 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",24
"Female","0–4 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",27
"Male","5–9 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",18
"Female","5–9 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",18
"Male","10–14 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",12
"Female","10–14 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",18
"Male","15–19 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",6
"Female","15–19 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",9
"Male","20–24 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Female","20–24 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Male","25–29 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Female","25–29 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",6
"Male","30–34 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Female","30–34 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Male","35–39 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","35–39 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Male","40–44 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Female","40–44 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Male","45–49 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","45–49 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Male","50–54 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","50–54 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",6
"Male","55–59 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","55–59 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Male","60–64 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","60–64 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Male","65–69 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","65–69 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",3
"Male","70–74 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","70–74 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Male","75–79 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","75–79 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Male","80–84 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","80–84 Years","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Male","85 Years And Over","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Female","85 Years And Over","Hauraki-Waikato","Middle Eastern/ Latin American/
African",0
"Male","18 Years And Over","Hauraki-Waikato","Middle Eastern/ Latin American/
African",24
"Female","18 Years And Over","Hauraki-Waikato","Middle Eastern/ Latin American/
African",27
"Male","0–4 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",15
"Female","0–4 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",24
"Male","5–9 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",21
"Female","5–9 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",15
"Male","10–14 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",9
"Female","10–14 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",12
"Male","15–19 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",12
"Female","15–19 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",12
"Male","20–24 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",6
"Female","20–24 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Male","25–29 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Female","25–29 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",6
"Male","30–34 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Female","30–34 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Male","35–39 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Female","35–39 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Male","40–44 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Female","40–44 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Male","45–49 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Female","45–49 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Male","50–54 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Female","50–54 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Male","55–59 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Female","55–59 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",3
"Male","60–64 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Female","60–64 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Male","65–69 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Female","65–69 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Male","70–74 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Female","70–74 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Male","75–79 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Female","75–79 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Male","80–84 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Female","80–84 Years","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Male","85 Years And Over","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",0
"Male","18 Years And Over","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",24
"Female","18 Years And Over","Ikaroa-Rāwhiti","Middle Eastern/ Latin American/
African",36
"Male","0–4 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",57
"Female","0–4 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",48
"Male","5–9 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",36
"Female","5–9 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",27
"Male","10–14 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",15
"Female","10–14 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",30
"Male","15–19 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",18
"Female","15–19 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",15
"Male","20–24 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",12
"Female","20–24 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",21
"Male","25–29 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",9
"Female","25–29 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",9
"Male","30–34 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",6
"Female","30–34 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",15
"Male","35–39 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",12
"Female","35–39 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",12
"Male","40–44 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",6
"Female","40–44 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",3
"Male","45–49 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",3
"Female","45–49 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",6
"Male","50–54 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",6
"Female","50–54 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",6
"Male","55–59 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",3
"Female","55–59 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",3
"Male","60–64 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Female","60–64 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Male","65–69 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",3
"Female","65–69 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Male","70–74 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",3
"Female","70–74 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Male","75–79 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Female","75–79 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Male","80–84 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Female","80–84 Years","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Male","85 Years And Over","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Female","85 Years And Over","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",0
"Male","18 Years And Over","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",66
"Female","18 Years And Over","Tāmaki Makaurau","Middle Eastern/ Latin American/
African",81
"Male","0–4 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",15
"Female","0–4 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",15
"Male","5–9 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",21
"Female","5–9 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",15
"Male","10–14 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",9
"Female","10–14 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",12
"Male","15–19 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",12
"Female","15–19 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",12
"Male","20–24 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",6
"Female","20–24 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",9
"Male","25–29 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Female","25–29 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",6
"Male","30–34 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Female","30–34 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Male","35–39 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Female","35–39 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","40–44 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Female","40–44 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Male","45–49 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",6
"Female","45–49 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
"Male","50–54 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",0
"Female","50–54 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",6
"Male","55–59 Years","Te Tai Hauāuru","Middle Eastern/ Latin American/
African",3
