"level0","level1","level2","Languages spoken(1) (total responses)(2)","count"
"Female","60–64 Years","Tāmaki Makaurau","German",0
"Male","65–69 Years","Tāmaki Makaurau","German",3
"Female","65–69 Years","Tāmaki Makaurau","German",0
"Male","70–74 Years","Tāmaki Makaurau","German",3
"Female","70–74 Years","Tāmaki Makaurau","German",3
"Male","75–79 Years","Tāmaki Makaurau","German",3
"Female","75–79 Years","Tāmaki Makaurau","German",3
"Male","80–84 Years","Tāmaki Makaurau","German",0
"Female","80–84 Years","Tāmaki Makaurau","German",0
"Male","85 Years And Over","Tāmaki Makaurau","German",0
"Female","85 Years And Over","Tāmaki Makaurau","German",0
"Male","0–4 Years","Te Tai Hauāuru","German",0
"Female","0–4 Years","Te Tai Hauāuru","German",3
"Male","5–9 Years","Te Tai Hauāuru","German",0
"Female","5–9 Years","Te Tai Hauāuru","German",3
"Male","10–14 Years","Te Tai Hauāuru","German",6
"Female","10–14 Years","Te Tai Hauāuru","German",3
"Male","15–19 Years","Te Tai Hauāuru","German",15
"Female","15–19 Years","Te Tai Hauāuru","German",6
"Male","20–24 Years","Te Tai Hauāuru","German",6
"Female","20–24 Years","Te Tai Hauāuru","German",6
"Male","25–29 Years","Te Tai Hauāuru","German",3
"Female","25–29 Years","Te Tai Hauāuru","German",0
"Male","30–34 Years","Te Tai Hauāuru","German",3
"Female","30–34 Years","Te Tai Hauāuru","German",0
"Male","35–39 Years","Te Tai Hauāuru","German",3
"Female","35–39 Years","Te Tai Hauāuru","German",3
"Male","40–44 Years","Te Tai Hauāuru","German",6
"Female","40–44 Years","Te Tai Hauāuru","German",6
"Male","45–49 Years","Te Tai Hauāuru","German",6
"Female","45–49 Years","Te Tai Hauāuru","German",3
"Male","50–54 Years","Te Tai Hauāuru","German",6
"Female","50–54 Years","Te Tai Hauāuru","German",3
"Male","55–59 Years","Te Tai Hauāuru","German",0
"Female","55–59 Years","Te Tai Hauāuru","German",0
"Male","60–64 Years","Te Tai Hauāuru","German",0
"Female","60–64 Years","Te Tai Hauāuru","German",0
"Male","65–69 Years","Te Tai Hauāuru","German",3
"Female","65–69 Years","Te Tai Hauāuru","German",0
"Male","70–74 Years","Te Tai Hauāuru","German",0
"Female","70–74 Years","Te Tai Hauāuru","German",0
"Male","75–79 Years","Te Tai Hauāuru","German",3
"Female","75–79 Years","Te Tai Hauāuru","German",0
"Male","80–84 Years","Te Tai Hauāuru","German",0
"Female","80–84 Years","Te Tai Hauāuru","German",0
"Male","85 Years And Over","Te Tai Hauāuru","German",0
"Female","85 Years And Over","Te Tai Hauāuru","German",0
"Male","0–4 Years","Te Tai Tokerau","German",3
"Female","0–4 Years","Te Tai Tokerau","German",6
"Male","5–9 Years","Te Tai Tokerau","German",3
"Female","5–9 Years","Te Tai Tokerau","German",3
"Male","10–14 Years","Te Tai Tokerau","German",6
"Female","10–14 Years","Te Tai Tokerau","German",9
"Male","15–19 Years","Te Tai Tokerau","German",9
"Female","15–19 Years","Te Tai Tokerau","German",21
"Male","20–24 Years","Te Tai Tokerau","German",6
"Female","20–24 Years","Te Tai Tokerau","German",9
"Male","25–29 Years","Te Tai Tokerau","German",6
"Female","25–29 Years","Te Tai Tokerau","German",9
"Male","30–34 Years","Te Tai Tokerau","German",9
"Female","30–34 Years","Te Tai Tokerau","German",9
"Male","35–39 Years","Te Tai Tokerau","German",3
"Female","35–39 Years","Te Tai Tokerau","German",6
"Male","40–44 Years","Te Tai Tokerau","German",9
"Female","40–44 Years","Te Tai Tokerau","German",6
"Male","45–49 Years","Te Tai Tokerau","German",6
"Female","45–49 Years","Te Tai Tokerau","German",9
"Male","50–54 Years","Te Tai Tokerau","German",6
"Female","50–54 Years","Te Tai Tokerau","German",3
"Male","55–59 Years","Te Tai Tokerau","German",3
"Female","55–59 Years","Te Tai Tokerau","German",3
"Male","60–64 Years","Te Tai Tokerau","German",0
"Female","60–64 Years","Te Tai Tokerau","German",3
"Male","65–69 Years","Te Tai Tokerau","German",3
"Female","65–69 Years","Te Tai Tokerau","German",3
"Male","70–74 Years","Te Tai Tokerau","German",0
"Female","70–74 Years","Te Tai Tokerau","German",0
"Male","75–79 Years","Te Tai Tokerau","German",0
"Female","75–79 Years","Te Tai Tokerau","German",0
"Male","80–84 Years","Te Tai Tokerau","German",0
"Female","80–84 Years","Te Tai Tokerau","German",0
"Male","85 Years And Over","Te Tai Tokerau","German",0
"Female","85 Years And Over","Te Tai Tokerau","German",0
"Male","0–4 Years","Te Tai Tonga","German",6
"Female","0–4 Years","Te Tai Tonga","German",6
"Male","5–9 Years","Te Tai Tonga","German",12
"Female","5–9 Years","Te Tai Tonga","German",6
"Male","10–14 Years","Te Tai Tonga","German",6
"Female","10–14 Years","Te Tai Tonga","German",9
"Male","15–19 Years","Te Tai Tonga","German",15
"Female","15–19 Years","Te Tai Tonga","German",39
"Male","20–24 Years","Te Tai Tonga","German",21
"Female","20–24 Years","Te Tai Tonga","German",39
"Male","25–29 Years","Te Tai Tonga","German",15
"Female","25–29 Years","Te Tai Tonga","German",15
"Male","30–34 Years","Te Tai Tonga","German",12
"Female","30–34 Years","Te Tai Tonga","German",18
"Male","35–39 Years","Te Tai Tonga","German",12
"Female","35–39 Years","Te Tai Tonga","German",18
"Male","40–44 Years","Te Tai Tonga","German",15
"Female","40–44 Years","Te Tai Tonga","German",12
"Male","45–49 Years","Te Tai Tonga","German",18
"Female","45–49 Years","Te Tai Tonga","German",12
"Male","50–54 Years","Te Tai Tonga","German",6
"Female","50–54 Years","Te Tai Tonga","German",12
"Male","55–59 Years","Te Tai Tonga","German",6
"Female","55–59 Years","Te Tai Tonga","German",9
"Male","60–64 Years","Te Tai Tonga","German",3
"Female","60–64 Years","Te Tai Tonga","German",3
"Male","65–69 Years","Te Tai Tonga","German",6
"Female","65–69 Years","Te Tai Tonga","German",6
"Male","70–74 Years","Te Tai Tonga","German",0
"Female","70–74 Years","Te Tai Tonga","German",3
"Male","75–79 Years","Te Tai Tonga","German",0
"Female","75–79 Years","Te Tai Tonga","German",0
"Male","80–84 Years","Te Tai Tonga","German",0
"Female","80–84 Years","Te Tai Tonga","German",0
"Male","85 Years And Over","Te Tai Tonga","German",3
"Female","85 Years And Over","Te Tai Tonga","German",0
"Male","0–4 Years","Waiariki","German",3
"Female","0–4 Years","Waiariki","German",0
"Male","5–9 Years","Waiariki","German",6
"Female","5–9 Years","Waiariki","German",6
"Male","10–14 Years","Waiariki","German",0
"Female","10–14 Years","Waiariki","German",3
"Male","15–19 Years","Waiariki","German",9
"Female","15–19 Years","Waiariki","German",9
"Male","20–24 Years","Waiariki","German",6
"Female","20–24 Years","Waiariki","German",9
"Male","25–29 Years","Waiariki","German",0
"Female","25–29 Years","Waiariki","German",6
"Male","30–34 Years","Waiariki","German",6
"Female","30–34 Years","Waiariki","German",3
"Male","35–39 Years","Waiariki","German",3
"Female","35–39 Years","Waiariki","German",6
"Male","40–44 Years","Waiariki","German",3
"Female","40–44 Years","Waiariki","German",6
"Male","45–49 Years","Waiariki","German",9
"Female","45–49 Years","Waiariki","German",3
"Male","50–54 Years","Waiariki","German",3
"Female","50–54 Years","Waiariki","German",3
"Male","55–59 Years","Waiariki","German",3
"Female","55–59 Years","Waiariki","German",3
"Male","60–64 Years","Waiariki","German",0
"Female","60–64 Years","Waiariki","German",0
"Male","65–69 Years","Waiariki","German",0
"Female","65–69 Years","Waiariki","German",0
"Male","70–74 Years","Waiariki","German",0
"Female","70–74 Years","Waiariki","German",3
"Male","75–79 Years","Waiariki","German",0
"Female","75–79 Years","Waiariki","German",0
"Male","80–84 Years","Waiariki","German",0
"Female","80–84 Years","Waiariki","German",0
"Male","85 Years And Over","Waiariki","German",0
"Female","85 Years And Over","Waiariki","German",0
"Male","0–4 Years","Area Outside Māori Electorate","German",NA
"Female","0–4 Years","Area Outside Māori Electorate","German",NA
"Male","5–9 Years","Area Outside Māori Electorate","German",NA
"Female","5–9 Years","Area Outside Māori Electorate","German",NA
"Male","10–14 Years","Area Outside Māori Electorate","German",NA
"Female","10–14 Years","Area Outside Māori Electorate","German",NA
"Male","15–19 Years","Area Outside Māori Electorate","German",NA
"Female","15–19 Years","Area Outside Māori Electorate","German",NA
"Male","20–24 Years","Area Outside Māori Electorate","German",NA
"Female","20–24 Years","Area Outside Māori Electorate","German",NA
"Male","25–29 Years","Area Outside Māori Electorate","German",NA
"Female","25–29 Years","Area Outside Māori Electorate","German",NA
"Male","30–34 Years","Area Outside Māori Electorate","German",NA
"Female","30–34 Years","Area Outside Māori Electorate","German",NA
"Male","35–39 Years","Area Outside Māori Electorate","German",NA
"Female","35–39 Years","Area Outside Māori Electorate","German",NA
"Male","40–44 Years","Area Outside Māori Electorate","German",NA
"Female","40–44 Years","Area Outside Māori Electorate","German",NA
"Male","45–49 Years","Area Outside Māori Electorate","German",NA
"Female","45–49 Years","Area Outside Māori Electorate","German",NA
"Male","50–54 Years","Area Outside Māori Electorate","German",NA
"Female","50–54 Years","Area Outside Māori Electorate","German",NA
"Male","55–59 Years","Area Outside Māori Electorate","German",NA
"Female","55–59 Years","Area Outside Māori Electorate","German",NA
"Male","60–64 Years","Area Outside Māori Electorate","German",NA
"Female","60–64 Years","Area Outside Māori Electorate","German",NA
"Male","65–69 Years","Area Outside Māori Electorate","German",NA
"Female","65–69 Years","Area Outside Māori Electorate","German",NA
"Male","70–74 Years","Area Outside Māori Electorate","German",NA
"Female","70–74 Years","Area Outside Māori Electorate","German",NA
"Male","75–79 Years","Area Outside Māori Electorate","German",NA
"Female","75–79 Years","Area Outside Māori Electorate","German",NA
"Male","80–84 Years","Area Outside Māori Electorate","German",NA
"Female","80–84 Years","Area Outside Māori Electorate","German",NA
"Male","85 Years And Over","Area Outside Māori Electorate","German",NA
"Female","85 Years And Over","Area Outside Māori Electorate","German",NA
"Male","0–4 Years","Hauraki-Waikato","Tongan",9
"Female","0–4 Years","Hauraki-Waikato","Tongan",6
"Male","5–9 Years","Hauraki-Waikato","Tongan",6
"Female","5–9 Years","Hauraki-Waikato","Tongan",9
"Male","10–14 Years","Hauraki-Waikato","Tongan",3
"Female","10–14 Years","Hauraki-Waikato","Tongan",9
"Male","15–19 Years","Hauraki-Waikato","Tongan",3
"Female","15–19 Years","Hauraki-Waikato","Tongan",9
"Male","20–24 Years","Hauraki-Waikato","Tongan",0
"Female","20–24 Years","Hauraki-Waikato","Tongan",3
"Male","25–29 Years","Hauraki-Waikato","Tongan",3
"Female","25–29 Years","Hauraki-Waikato","Tongan",3
"Male","30–34 Years","Hauraki-Waikato","Tongan",3
"Female","30–34 Years","Hauraki-Waikato","Tongan",6
"Male","35–39 Years","Hauraki-Waikato","Tongan",3
"Female","35–39 Years","Hauraki-Waikato","Tongan",3
"Male","40–44 Years","Hauraki-Waikato","Tongan",3
"Female","40–44 Years","Hauraki-Waikato","Tongan",3
"Male","45–49 Years","Hauraki-Waikato","Tongan",0
"Female","45–49 Years","Hauraki-Waikato","Tongan",6
"Male","50–54 Years","Hauraki-Waikato","Tongan",0
"Female","50–54 Years","Hauraki-Waikato","Tongan",0
"Male","55–59 Years","Hauraki-Waikato","Tongan",0
"Female","55–59 Years","Hauraki-Waikato","Tongan",0
"Male","60–64 Years","Hauraki-Waikato","Tongan",3
"Female","60–64 Years","Hauraki-Waikato","Tongan",3
"Male","65–69 Years","Hauraki-Waikato","Tongan",3
"Female","65–69 Years","Hauraki-Waikato","Tongan",0
"Male","70–74 Years","Hauraki-Waikato","Tongan",0
"Female","70–74 Years","Hauraki-Waikato","Tongan",0
"Male","75–79 Years","Hauraki-Waikato","Tongan",0
"Female","75–79 Years","Hauraki-Waikato","Tongan",0
"Male","80–84 Years","Hauraki-Waikato","Tongan",0
"Female","80–84 Years","Hauraki-Waikato","Tongan",0
"Male","85 Years And Over","Hauraki-Waikato","Tongan",0
"Female","85 Years And Over","Hauraki-Waikato","Tongan",3
"Male","0–4 Years","Ikaroa-Rāwhiti","Tongan",6
"Female","0–4 Years","Ikaroa-Rāwhiti","Tongan",9
"Male","5–9 Years","Ikaroa-Rāwhiti","Tongan",6
"Female","5–9 Years","Ikaroa-Rāwhiti","Tongan",6
"Male","10–14 Years","Ikaroa-Rāwhiti","Tongan",3
"Female","10–14 Years","Ikaroa-Rāwhiti","Tongan",3
"Male","15–19 Years","Ikaroa-Rāwhiti","Tongan",3
"Female","15–19 Years","Ikaroa-Rāwhiti","Tongan",3
"Male","20–24 Years","Ikaroa-Rāwhiti","Tongan",6
"Female","20–24 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","25–29 Years","Ikaroa-Rāwhiti","Tongan",3
"Female","25–29 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","30–34 Years","Ikaroa-Rāwhiti","Tongan",3
"Female","30–34 Years","Ikaroa-Rāwhiti","Tongan",3
"Male","35–39 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","35–39 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","40–44 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","40–44 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","45–49 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","45–49 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","50–54 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","50–54 Years","Ikaroa-Rāwhiti","Tongan",3
"Male","55–59 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","55–59 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","60–64 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","60–64 Years","Ikaroa-Rāwhiti","Tongan",3
"Male","65–69 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","65–69 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","70–74 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","70–74 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","75–79 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","75–79 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","80–84 Years","Ikaroa-Rāwhiti","Tongan",0
"Female","80–84 Years","Ikaroa-Rāwhiti","Tongan",0
"Male","85 Years And Over","Ikaroa-Rāwhiti","Tongan",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","Tongan",0
"Male","0–4 Years","Tāmaki Makaurau","Tongan",36
"Female","0–4 Years","Tāmaki Makaurau","Tongan",33
"Male","5–9 Years","Tāmaki Makaurau","Tongan",36
"Female","5–9 Years","Tāmaki Makaurau","Tongan",30
"Male","10–14 Years","Tāmaki Makaurau","Tongan",36
"Female","10–14 Years","Tāmaki Makaurau","Tongan",39
"Male","15–19 Years","Tāmaki Makaurau","Tongan",30
"Female","15–19 Years","Tāmaki Makaurau","Tongan",24
"Male","20–24 Years","Tāmaki Makaurau","Tongan",18
"Female","20–24 Years","Tāmaki Makaurau","Tongan",24
"Male","25–29 Years","Tāmaki Makaurau","Tongan",15
"Female","25–29 Years","Tāmaki Makaurau","Tongan",24
"Male","30–34 Years","Tāmaki Makaurau","Tongan",12
"Female","30–34 Years","Tāmaki Makaurau","Tongan",30
"Male","35–39 Years","Tāmaki Makaurau","Tongan",6
"Female","35–39 Years","Tāmaki Makaurau","Tongan",18
"Male","40–44 Years","Tāmaki Makaurau","Tongan",3
"Female","40–44 Years","Tāmaki Makaurau","Tongan",12
"Male","45–49 Years","Tāmaki Makaurau","Tongan",12
"Female","45–49 Years","Tāmaki Makaurau","Tongan",9
"Male","50–54 Years","Tāmaki Makaurau","Tongan",3
"Female","50–54 Years","Tāmaki Makaurau","Tongan",9
"Male","55–59 Years","Tāmaki Makaurau","Tongan",3
"Female","55–59 Years","Tāmaki Makaurau","Tongan",12
"Male","60–64 Years","Tāmaki Makaurau","Tongan",6
"Female","60–64 Years","Tāmaki Makaurau","Tongan",6
"Male","65–69 Years","Tāmaki Makaurau","Tongan",9
"Female","65–69 Years","Tāmaki Makaurau","Tongan",3
"Male","70–74 Years","Tāmaki Makaurau","Tongan",3
"Female","70–74 Years","Tāmaki Makaurau","Tongan",0
"Male","75–79 Years","Tāmaki Makaurau","Tongan",0
"Female","75–79 Years","Tāmaki Makaurau","Tongan",0
"Male","80–84 Years","Tāmaki Makaurau","Tongan",0
"Female","80–84 Years","Tāmaki Makaurau","Tongan",3
"Male","85 Years And Over","Tāmaki Makaurau","Tongan",0
"Female","85 Years And Over","Tāmaki Makaurau","Tongan",0
"Male","0–4 Years","Te Tai Hauāuru","Tongan",6
"Female","0–4 Years","Te Tai Hauāuru","Tongan",3
"Male","5–9 Years","Te Tai Hauāuru","Tongan",3
"Female","5–9 Years","Te Tai Hauāuru","Tongan",9
"Male","10–14 Years","Te Tai Hauāuru","Tongan",3
"Female","10–14 Years","Te Tai Hauāuru","Tongan",0
"Male","15–19 Years","Te Tai Hauāuru","Tongan",0
"Female","15–19 Years","Te Tai Hauāuru","Tongan",6
"Male","20–24 Years","Te Tai Hauāuru","Tongan",3
"Female","20–24 Years","Te Tai Hauāuru","Tongan",0
"Male","25–29 Years","Te Tai Hauāuru","Tongan",0
"Female","25–29 Years","Te Tai Hauāuru","Tongan",3
"Male","30–34 Years","Te Tai Hauāuru","Tongan",0
"Female","30–34 Years","Te Tai Hauāuru","Tongan",0
"Male","35–39 Years","Te Tai Hauāuru","Tongan",0
"Female","35–39 Years","Te Tai Hauāuru","Tongan",0
"Male","40–44 Years","Te Tai Hauāuru","Tongan",3
"Female","40–44 Years","Te Tai Hauāuru","Tongan",0
"Male","45–49 Years","Te Tai Hauāuru","Tongan",0
"Female","45–49 Years","Te Tai Hauāuru","Tongan",3
"Male","50–54 Years","Te Tai Hauāuru","Tongan",0
"Female","50–54 Years","Te Tai Hauāuru","Tongan",0
"Male","55–59 Years","Te Tai Hauāuru","Tongan",3
"Female","55–59 Years","Te Tai Hauāuru","Tongan",0
"Male","60–64 Years","Te Tai Hauāuru","Tongan",0
"Female","60–64 Years","Te Tai Hauāuru","Tongan",0
"Male","65–69 Years","Te Tai Hauāuru","Tongan",0
"Female","65–69 Years","Te Tai Hauāuru","Tongan",0
"Male","70–74 Years","Te Tai Hauāuru","Tongan",0
"Female","70–74 Years","Te Tai Hauāuru","Tongan",3
"Male","75–79 Years","Te Tai Hauāuru","Tongan",0
"Female","75–79 Years","Te Tai Hauāuru","Tongan",0
"Male","80–84 Years","Te Tai Hauāuru","Tongan",0
"Female","80–84 Years","Te Tai Hauāuru","Tongan",0
"Male","85 Years And Over","Te Tai Hauāuru","Tongan",0
"Female","85 Years And Over","Te Tai Hauāuru","Tongan",0
"Male","0–4 Years","Te Tai Tokerau","Tongan",9
"Female","0–4 Years","Te Tai Tokerau","Tongan",6
"Male","5–9 Years","Te Tai Tokerau","Tongan",9
"Female","5–9 Years","Te Tai Tokerau","Tongan",6
"Male","10–14 Years","Te Tai Tokerau","Tongan",9
"Female","10–14 Years","Te Tai Tokerau","Tongan",12
"Male","15–19 Years","Te Tai Tokerau","Tongan",12
"Female","15–19 Years","Te Tai Tokerau","Tongan",9
"Male","20–24 Years","Te Tai Tokerau","Tongan",3
"Female","20–24 Years","Te Tai Tokerau","Tongan",3
"Male","25–29 Years","Te Tai Tokerau","Tongan",0
"Female","25–29 Years","Te Tai Tokerau","Tongan",0
"Male","30–34 Years","Te Tai Tokerau","Tongan",3
"Female","30–34 Years","Te Tai Tokerau","Tongan",3
"Male","35–39 Years","Te Tai Tokerau","Tongan",3
"Female","35–39 Years","Te Tai Tokerau","Tongan",3
"Male","40–44 Years","Te Tai Tokerau","Tongan",0
"Female","40–44 Years","Te Tai Tokerau","Tongan",3
"Male","45–49 Years","Te Tai Tokerau","Tongan",3
"Female","45–49 Years","Te Tai Tokerau","Tongan",0
"Male","50–54 Years","Te Tai Tokerau","Tongan",0
"Female","50–54 Years","Te Tai Tokerau","Tongan",0
"Male","55–59 Years","Te Tai Tokerau","Tongan",3
"Female","55–59 Years","Te Tai Tokerau","Tongan",0
"Male","60–64 Years","Te Tai Tokerau","Tongan",0
"Female","60–64 Years","Te Tai Tokerau","Tongan",0
"Male","65–69 Years","Te Tai Tokerau","Tongan",0
"Female","65–69 Years","Te Tai Tokerau","Tongan",0
"Male","70–74 Years","Te Tai Tokerau","Tongan",0
"Female","70–74 Years","Te Tai Tokerau","Tongan",0
"Male","75–79 Years","Te Tai Tokerau","Tongan",0
"Female","75–79 Years","Te Tai Tokerau","Tongan",0
"Male","80–84 Years","Te Tai Tokerau","Tongan",0
"Female","80–84 Years","Te Tai Tokerau","Tongan",0
"Male","85 Years And Over","Te Tai Tokerau","Tongan",0
"Female","85 Years And Over","Te Tai Tokerau","Tongan",0
"Male","0–4 Years","Te Tai Tonga","Tongan",3
"Female","0–4 Years","Te Tai Tonga","Tongan",6
"Male","5–9 Years","Te Tai Tonga","Tongan",3
"Female","5–9 Years","Te Tai Tonga","Tongan",3
"Male","10–14 Years","Te Tai Tonga","Tongan",0
"Female","10–14 Years","Te Tai Tonga","Tongan",6
"Male","15–19 Years","Te Tai Tonga","Tongan",3
"Female","15–19 Years","Te Tai Tonga","Tongan",0
"Male","20–24 Years","Te Tai Tonga","Tongan",3
"Female","20–24 Years","Te Tai Tonga","Tongan",6
"Male","25–29 Years","Te Tai Tonga","Tongan",6
"Female","25–29 Years","Te Tai Tonga","Tongan",0
"Male","30–34 Years","Te Tai Tonga","Tongan",3
"Female","30–34 Years","Te Tai Tonga","Tongan",6
"Male","35–39 Years","Te Tai Tonga","Tongan",0
"Female","35–39 Years","Te Tai Tonga","Tongan",6
"Male","40–44 Years","Te Tai Tonga","Tongan",0
"Female","40–44 Years","Te Tai Tonga","Tongan",0
"Male","45–49 Years","Te Tai Tonga","Tongan",3
"Female","45–49 Years","Te Tai Tonga","Tongan",0
"Male","50–54 Years","Te Tai Tonga","Tongan",0
"Female","50–54 Years","Te Tai Tonga","Tongan",0
"Male","55–59 Years","Te Tai Tonga","Tongan",0
"Female","55–59 Years","Te Tai Tonga","Tongan",0
"Male","60–64 Years","Te Tai Tonga","Tongan",0
"Female","60–64 Years","Te Tai Tonga","Tongan",3
"Male","65–69 Years","Te Tai Tonga","Tongan",0
"Female","65–69 Years","Te Tai Tonga","Tongan",0
"Male","70–74 Years","Te Tai Tonga","Tongan",0
"Female","70–74 Years","Te Tai Tonga","Tongan",0
"Male","75–79 Years","Te Tai Tonga","Tongan",0
"Female","75–79 Years","Te Tai Tonga","Tongan",0
"Male","80–84 Years","Te Tai Tonga","Tongan",0
"Female","80–84 Years","Te Tai Tonga","Tongan",0
"Male","85 Years And Over","Te Tai Tonga","Tongan",0
"Female","85 Years And Over","Te Tai Tonga","Tongan",0
"Male","0–4 Years","Waiariki","Tongan",6
"Female","0–4 Years","Waiariki","Tongan",3
"Male","5–9 Years","Waiariki","Tongan",6
"Female","5–9 Years","Waiariki","Tongan",6
"Male","10–14 Years","Waiariki","Tongan",3
"Female","10–14 Years","Waiariki","Tongan",0
"Male","15–19 Years","Waiariki","Tongan",0
"Female","15–19 Years","Waiariki","Tongan",0
"Male","20–24 Years","Waiariki","Tongan",3
"Female","20–24 Years","Waiariki","Tongan",3
"Male","25–29 Years","Waiariki","Tongan",0
"Female","25–29 Years","Waiariki","Tongan",3
"Male","30–34 Years","Waiariki","Tongan",3
"Female","30–34 Years","Waiariki","Tongan",3
"Male","35–39 Years","Waiariki","Tongan",3
"Female","35–39 Years","Waiariki","Tongan",0
"Male","40–44 Years","Waiariki","Tongan",0
"Female","40–44 Years","Waiariki","Tongan",3
"Male","45–49 Years","Waiariki","Tongan",3
"Female","45–49 Years","Waiariki","Tongan",3
"Male","50–54 Years","Waiariki","Tongan",0
"Female","50–54 Years","Waiariki","Tongan",3
"Male","55–59 Years","Waiariki","Tongan",0
"Female","55–59 Years","Waiariki","Tongan",3
"Male","60–64 Years","Waiariki","Tongan",0
"Female","60–64 Years","Waiariki","Tongan",0
"Male","65–69 Years","Waiariki","Tongan",0
"Female","65–69 Years","Waiariki","Tongan",0
"Male","70–74 Years","Waiariki","Tongan",0
"Female","70–74 Years","Waiariki","Tongan",0
"Male","75–79 Years","Waiariki","Tongan",0
"Female","75–79 Years","Waiariki","Tongan",0
"Male","80–84 Years","Waiariki","Tongan",0
"Female","80–84 Years","Waiariki","Tongan",0
"Male","85 Years And Over","Waiariki","Tongan",0
"Female","85 Years And Over","Waiariki","Tongan",0
"Male","0–4 Years","Area Outside Māori Electorate","Tongan",NA
"Female","0–4 Years","Area Outside Māori Electorate","Tongan",NA
"Male","5–9 Years","Area Outside Māori Electorate","Tongan",NA
"Female","5–9 Years","Area Outside Māori Electorate","Tongan",NA
"Male","10–14 Years","Area Outside Māori Electorate","Tongan",NA
"Female","10–14 Years","Area Outside Māori Electorate","Tongan",NA
"Male","15–19 Years","Area Outside Māori Electorate","Tongan",NA
"Female","15–19 Years","Area Outside Māori Electorate","Tongan",NA
"Male","20–24 Years","Area Outside Māori Electorate","Tongan",NA
"Female","20–24 Years","Area Outside Māori Electorate","Tongan",NA
"Male","25–29 Years","Area Outside Māori Electorate","Tongan",NA
"Female","25–29 Years","Area Outside Māori Electorate","Tongan",NA
"Male","30–34 Years","Area Outside Māori Electorate","Tongan",NA
"Female","30–34 Years","Area Outside Māori Electorate","Tongan",NA
"Male","35–39 Years","Area Outside Māori Electorate","Tongan",NA
"Female","35–39 Years","Area Outside Māori Electorate","Tongan",NA
"Male","40–44 Years","Area Outside Māori Electorate","Tongan",NA
"Female","40–44 Years","Area Outside Māori Electorate","Tongan",NA
"Male","45–49 Years","Area Outside Māori Electorate","Tongan",NA
"Female","45–49 Years","Area Outside Māori Electorate","Tongan",NA
"Male","50–54 Years","Area Outside Māori Electorate","Tongan",NA
"Female","50–54 Years","Area Outside Māori Electorate","Tongan",NA
"Male","55–59 Years","Area Outside Māori Electorate","Tongan",NA
"Female","55–59 Years","Area Outside Māori Electorate","Tongan",NA
"Male","60–64 Years","Area Outside Māori Electorate","Tongan",NA
"Female","60–64 Years","Area Outside Māori Electorate","Tongan",NA
"Male","65–69 Years","Area Outside Māori Electorate","Tongan",NA
"Female","65–69 Years","Area Outside Māori Electorate","Tongan",NA
"Male","70–74 Years","Area Outside Māori Electorate","Tongan",NA
"Female","70–74 Years","Area Outside Māori Electorate","Tongan",NA
"Male","75–79 Years","Area Outside Māori Electorate","Tongan",NA
"Female","75–79 Years","Area Outside Māori Electorate","Tongan",NA
"Male","80–84 Years","Area Outside Māori Electorate","Tongan",NA
"Female","80–84 Years","Area Outside Māori Electorate","Tongan",NA
"Male","85 Years And Over","Area Outside Māori Electorate","Tongan",NA
"Female","85 Years And Over","Area Outside Māori Electorate","Tongan",NA
"Male","0–4 Years","Hauraki-Waikato","Tagalog",0
"Female","0–4 Years","Hauraki-Waikato","Tagalog",0
"Male","5–9 Years","Hauraki-Waikato","Tagalog",0
"Female","5–9 Years","Hauraki-Waikato","Tagalog",0
"Male","10–14 Years","Hauraki-Waikato","Tagalog",0
"Female","10–14 Years","Hauraki-Waikato","Tagalog",0
"Male","15–19 Years","Hauraki-Waikato","Tagalog",0
"Female","15–19 Years","Hauraki-Waikato","Tagalog",0
"Male","20–24 Years","Hauraki-Waikato","Tagalog",6
"Female","20–24 Years","Hauraki-Waikato","Tagalog",0
"Male","25–29 Years","Hauraki-Waikato","Tagalog",6
"Female","25–29 Years","Hauraki-Waikato","Tagalog",0
"Male","30–34 Years","Hauraki-Waikato","Tagalog",3
"Female","30–34 Years","Hauraki-Waikato","Tagalog",0
"Male","35–39 Years","Hauraki-Waikato","Tagalog",6
"Female","35–39 Years","Hauraki-Waikato","Tagalog",0
"Male","40–44 Years","Hauraki-Waikato","Tagalog",0
"Female","40–44 Years","Hauraki-Waikato","Tagalog",0
"Male","45–49 Years","Hauraki-Waikato","Tagalog",0
